state,village,lgd_code,beneficiary,loan_amt_cr,parcels_censused,charges_found,source,doc_date,url,vetted,note
Madhya Pradesh,Handia,486852,Pawan (PM interaction),0.029,1020,0,PM interaction with SVAMITVA beneficiaries (MP),2021-10-06,https://www.narendramodi.in/prime-minister-narendra-modi-s-interaction-with-svamitva-yojana-beneficiaries-of-madhya-pradesh-557731,True,"Pawan of Handia took Rs 2.90 lakh against his property card and rented a shop (PM interaction, Oct 2021). All 1,020 abadi parcels of Handia were censused via loan_hunter: 0 carried any charge in RoR col 11."
